name,"$\epsilon_{tag}, \%$","$\Delta \epsilon_{tag}, \%$",$D^2$,$\Delta D^2$,"$\epsilon, \%$","$\Delta \epsilon, \%$","AUC, with untag"
Inclusive tagging,99.9859475,0.11601489,0.06303423,0.00050728,6.30253717,0.05124538,64.43919397
