$B^+$,"$B^+$, with signal part",$B^-$,"$B^-$, with signal part",ROC AUC,"ROC AUC, with signal part",name
0.31778207482,-0.68221792518,-0.770055401505,0.229944598495,0.584897001282,0.571588286452,full_mc
0.0472799759873,-0.952720024013,-0.284974554021,0.715025445979,0.5403019273,0.694390795069,OS_mc
0.155202763016,-0.844797236984,-0.184141833239,0.815858166761,0.568065097128,0.788316139179,SS_mc
