name,"$\epsilon_{tag}, \%$","$\Delta \epsilon_{tag}, \%$",$D^2$,$\Delta D^2$,"$\epsilon, \%$","$\Delta \epsilon, \%$","AUC, with untag"
Inclusive tagging,99.208,0.1156,0.0408,0.0004,4.05,0.0356,61.2362
