name,"$\epsilon_{tag}, \%$","$\Delta \epsilon_{tag}, \%$",$D^2$,$\Delta D^2$,"$\epsilon, \%$","$\Delta \epsilon, \%$","AUC, with untag","$\Delta$ AUC, with untag"
"Inclusive tagging, PID less",99.20796361145274,0.11556265889524893,0.04082370255365824,0.0003560329465375142,4.050036397428097,0.03563497074818132,61.236174931915144,0.0
