name,"$\epsilon_{tag}, \%$","$\Delta \epsilon_{tag}, \%$",$D^2$,$\Delta D^2$,"$\epsilon, \%$","$\Delta \epsilon, \%$","AUC, with untag","$\Delta$ AUC, with untag"
Inclusive tagging,77.78995485390674,0.10233071715623802,0.03449427766696688,0.0004574770520485278,2.683308302431477,0.035761749306417866,57.92576315584317,0.0
